wcode,kind,uname,ucode
036097,call,聯發科,2454
03610T,put,聯電,2303
03611T,put,元大台灣50,0050
036124,call,漢翔,2634
036128,call,緯穎,6669
036129,call,昇陽半導體,8028
036130,call,台達電,2308
036131,call,金像電,2368
036133,call,京元電子,2449
036136,call,創意,3443
036139,call,緯穎,6669
03615T,put,南亞科,2408
036163,call,光寶科,2301
036168,call,台光電,2383
036172,call,緯創,3231
03618T,put,華邦電,2344
03619T,put,華邦電,2344
036215,call,昇陽半導體,8028
036224,call,台積電,2330
036226,call,台光電,2383
03622T,put,南亞科,2408
03623T,put,華邦電,2344
036246,call,潤泰新,9945
036250,call,台達電,2308
03625T,put,華邦電,2344
036262,call,漢翔,2634
03626T,put,台積電,2330
036274,call,達興材料,5234
036275,call,佳必琪,6197
03627T,put,台積電,2330
036282,call,富世達,6805
036286,call,華邦電,2344
036287,call,緯穎,6669
036288,call,元大台灣50,0050
03628T,put,南亞科,2408
036295,call,台達電,2308
036297,call,金像電,2368
036299,call,聯發科,2454
03629T,put,元大台灣50,0050
036303,call,神達,3706
036306,call,緯穎,6669
03630T,put,元大台灣50,0050
03632T,put,南亞,1303
036339,call,智邦,2345
03633T,put,華邦電,2344
036346,call,嘉澤,3533
036347,call,貿聯-KY,3665
03634T,put,南亞科,2408
03635T,put,晶豪科,3006
036369,call,華邦電,2344
03636T,put,南亞科,2408
036376,call,漢翔,2634
03637T,put,南亞,1303
036385,call,定穎投控,3715
03638T,put,元大台灣50,0050
03639T,put,台積電,2330
03640T,put,南亞科,2408
03641T,put,南亞科,2408
036427,call,智邦,2345
03642T,put,南亞科,2408
03643T,put,友達,2409
036449,call,鴻海,2317
03644T,put,南亞,1303
036450,call,台積電,2330
036451,call,華碩,2357
036456,call,緯穎,6669
03645T,put,南亞科,2408
036479,call,貿聯-KY,3665
03647T,put,元大台灣50,0050
036498,call,光寶科,2301
03649T,put,台積電,2330
036500,call,智邦,2345
036505,call,宏達電,2498
036507,call,亞光,3019
03650T,put,矽統,2363
03651T,put,聯詠,3034
036521,call,國巨*,2327
03652T,put,日月光投控,3711
03653T,put,聯茂,6213
036555,call,華邦電,2344
036556,call,金像電,2368
03655T,put,台積電,2330
036574,call,達邁,3645
03657T,put,聯電,2303
036583,call,緯穎,6669
03658T,put,聯電,2303
03659T,put,瑞昱,2379
036605,call,AES-KY,6781
036606,call,台虹,8039
03660T,put,元大台灣50,0050
036627,call,國巨*,2327
036644,call,華邦電,2344
036650,call,奇鋐,3017
03665T,put,強茂,2481
036662,call,台達電,2308
03666T,put,台化,1326
03667T,put,友達,2409
036681,call,精成科,6191
03668T,put,可成,2474
03669T,put,聯茂,6213
036700,call,聯發科,2454
036701,call,宏達電,2498
036708,call,光寶科,2301
03670T,put,聯茂,6213
036713,call,台光電,2383
036715,call,創見,2451
03672T,put,台化,1326
03673T,put,矽統,2363
03674T,put,力智,6719
03677T,put,元大台灣50,0050
036782,call,華邦電,2344
036785,call,佳能,2374
036792,call,奇鋐,3017
036805,call,緯穎,6669
036808,call,昇陽半導體,8028
036821,call,台達電,2308
036832,call,創見,2451
036833,call,貿聯-KY,3665
03683T,put,華通,2313
036842,call,光寶科,2301
036843,call,光寶科,2301
036844,call,台達電,2308
036845,call,台達電,2308
036846,call,華通,2313
036847,call,國巨*,2327
036848,call,國巨*,2327
036849,call,廣宇,2328
03684T,put,台積電,2330
036851,call,華邦電,2344
036852,call,華邦電,2344
036853,call,順德,2351
036855,call,創見,2451
036857,call,強茂,2481
036859,call,漢翔,2634
036860,call,漢翔,2634
036861,call,偉訓,3032
036863,call,健鼎,3044
036864,call,聯鈞,3450
036865,call,牧德,3563
036866,call,辛耘,3583
036868,call,日月光投控,3711
036869,call,上品,4770
036870,call,精成科,6191
036871,call,精成科,6191
036872,call,帆宣,6196
036874,call,力成,6239
036875,call,力成,6239
036876,call,矽格,6257
036877,call,矽格,6257
036878,call,同欣電,6271
036879,call,同欣電,6271
03687T,put,華通,2313
036880,call,天虹,6937
03688T,put,友達,2409
03689T,put,可成,2474
03691T,put,宇隆,2233
036926,call,創意,3443
03692T,put,鴻海,2317
036930,call,緯穎,6669
036936,call,奇鋐,3017
036937,call,奇鋐,3017
03693T,put,金像電,2368
03694T,put,日月光投控,3711
03695T,put,緯穎,6669
03696T,put,騰輝電子-KY,6672
036981,call,華邦電,2344
03699T,put,日月光投控,3711
03700T,put,京元電子,2449
037012,call,昇陽半導體,8028
037022,call,光寶科,2301
037024,call,台達電,2308
037025,call,鴻海,2317
037026,call,仁寶,2324
037027,call,國巨*,2327
037028,call,台積電,2330
037029,call,旺宏,2337
037030,call,華邦電,2344
037031,call,華邦電,2344
037032,call,海悅,2348
037033,call,宏碁,2353
037034,call,大同,2371
037035,call,台光電,2383
037037,call,南亞科,2408
037038,call,南亞科,2408
037039,call,南亞科,2408
037040,call,南亞科,2408
037041,call,南亞科,2408
037044,call,南亞科,2408
037045,call,創見,2451
037046,call,聯發科,2454
037047,call,宏達電,2498
037048,call,漢翔,2634
037049,call,漢翔,2634
03704T,put,南亞科,2408
037050,call,晶豪科,3006
037051,call,亞光,3019
037052,call,欣興,3037
037053,call,貿聯-KY,3665
037054,call,達麗,6177
037056,call,力成,6239
037057,call,矽格,6257
037058,call,矽格,6257
037059,call,鈺邦,6449
03705T,put,南亞科,2408
037060,call,鈺邦,6449
037061,call,采鈺,6789
037062,call,天虹,6937
037063,call,昇陽半導體,8028
037064,call,台虹,8039
037065,call,南電,8046
037066,call,南電,8046
037067,call,東哥遊艇,8478
03706T,put,華擎,3515
03707T,put,元大台灣50,0050
03708T,put,南亞科,2408
037090,call,南亞科,2408
037091,call,宏達電,2498
037095,call,奇鋐,3017
037098,call,神達,3706
03709T,put,台積電,2330
037104,call,台積電,2330
03710T,put,緯穎,6669
037114,call,奇鋐,3017
03711T,put,台積電,2330
037120,call,AES-KY,6781
037132,call,南亞科,2408
037133,call,南亞科,2408
03713T,put,元大台灣50,0050
03714T,put,元大台灣50,0050
03718T,put,台積電,2330
03719T,put,台積電,2330
037200,call,景碩,3189
037203,call,力成,6239
03720T,put,台積電,2330
03721T,put,台積電,2330
03722T,put,台積電,2330
03723T,put,台積電,2330
037242,call,國巨*,2327
037247,call,國巨*,2327
037248,call,華泰,2329
037249,call,金像電,2368
03724T,put,台積電,2330
037250,call,毅嘉,2402
037251,call,牧德,3563
037252,call,jpp-KY,5284
037254,call,力積電,6770
03725T,put,台積電,2330
03726B,put,台積電,2330
03726T,put,台積電,2330
03727T,put,台積電,2330
037282,call,元大台灣50,0050
03728T,put,元大台灣50,0050
03729T,put,元大台灣50,0050
03730T,put,元大台灣50,0050
03734T,put,金像電,2368
037370,call,聯發科,2454
03738T,put,台積電,2330
03739T,put,元大台灣50,0050
03740T,put,元大台灣50,0050
03741T,put,華通,2313
03742T,put,大立光,3008
03743T,put,盟立,2464
037442,call,台積電,2330
03744T,put,旭隼,6409
03745T,put,富鼎,8261
03746T,put,富鼎,8261
037489,call,聯鈞,3450
037493,call,旺宏,2337
037494,call,華邦電,2344
037495,call,晶豪科,3006
037496,call,嘉澤,3533
037497,call,愛普*,6531
037498,call,台積電,2330
037503,call,聯詠,3034
03750T,put,大立光,3008
037519,call,奇鋐,3017
03751T,put,奇鋐,3017
037520,call,亞光,3019
03752T,put,晶技,3042
03753T,put,榮科,4989
03754T,put,台化,1326
03755T,put,日月光投控,3711
03756T,put,大立光,3008
03757T,put,南亞科,2408
03758T,put,元大台灣50,0050
03760T,put,南亞科,2408
03761T,put,日月光投控,3711
03762T,put,元大台灣50,0050
03763T,put,美時,1795
037643,call,台積電,2330
037645,call,智原,3035
037648,call,國巨*,2327
037649,call,智原,3035
03764T,put,大立光,3008
037650,call,定穎投控,3715
037651,call,瀚宇博,5469
037652,call,南電,8046
037660,call,國巨*,2327
03766T,put,友達,2409
037679,call,華邦電,2344
037686,call,貿聯-KY,3665
03768T,put,京元電子,2449
037696,call,欣興,3037
03769T,put,全漢,3015
037707,call,光寶科,2301
037708,call,台達電,2308
037711,call,旺宏,2337
037712,call,旺宏,2337
037713,call,華邦電,2344
037739,call,欣興,3037
03773T,put,京元電子,2449
03774T,put,定穎投控,3715
03775T,put,晶豪科,3006
03776T,put,台積電,2330
03777T,put,南亞科,2408
03778T,put,金像電,2368
03779T,put,南亞科,2408
03780T,put,南亞科,2408
03781T,put,創見,2451
03782T,put,元大台灣50,0050
03783T,put,南亞科,2408
037840,call,國巨*,2327
037848,call,京元電子,2449
03786T,put,台積電,2330
03788T,put,臻鼎-KY,4958
03789T,put,臻鼎-KY,4958
037932,call,聯發科,2454
03794T,put,台積電,2330
037954,call,為升,2231
03795T,put,元大台灣50,0050
037987,call,華邦電,2344
037988,call,光寶科,2301
037989,call,華邦電,2344
03798T,put,華通,2313
03799T,put,光罩,2338
038005,call,世紀鋼,9958
03800T,put,智邦,2345
03803T,put,元大台灣50,0050
038047,call,台積電,2330
03804T,put,元大台灣50,0050
03805T,put,力成,6239
038062,call,華邦電,2344
038066,call,德律,3030
03807T,put,新唐,4919
03808T,put,龍德造船,6753
03812T,put,友達,2409
03813T,put,華通,2313
038147,call,鴻海,2317
03814T,put,力積電,6770
038159,call,台積電,2330
03816T,put,力積電,6770
038175,call,楠梓電,2316
03817T,put,華通,2313
03818T,put,智邦,2345
03819T,put,晶技,3042
038204,call,鴻海,2317
038207,call,廣宇,2328
038209,call,台積電,2330
03820T,put,力成,6239
03821T,put,力積電,6770
03822T,put,友達,2409
03823T,put,台積電,2330
03824T,put,台積電,2330
03825T,put,旺宏,2337
03826T,put,旺宏,2337
03827T,put,友達,2409
038286,call,中鋼,2002
03828T,put,旺宏,2337
038292,call,佳能,2374
038293,call,佳能,2374
03829T,put,希華,2484
03830T,put,台虹,8039
038311,call,美時,1795
038312,call,第一銅,2009
038313,call,鴻海,2317
038314,call,仁寶,2324
038315,call,國巨*,2327
038316,call,國巨*,2327
038317,call,國巨*,2327
038318,call,台積電,2330
03831T,put,台虹,8039
038320,call,毅嘉,2402
038321,call,聯發科,2454
038322,call,立隆電,2472
038323,call,強茂,2481
038324,call,文曄,3036
038325,call,辛耘,3583
038326,call,南電,8046
038327,call,南電,8046
038329,call,鴻海,2317
038336,call,南電,8046
03833T,put,旺宏,2337
03834T,put,晶技,3042
03835T,put,力成,6239
038363,call,達興材料,5234
03836T,put,力積電,6770
038371,call,國巨*,2327
03837T,put,富世達,6805
038385,call,聯發科,2454
03839T,put,台積電,2330
038400,call,美時,1795
038403,call,鴻海,2317
038404,call,鴻海,2317
03840T,put,台積電,2330
03841T,put,旺宏,2337
038450,call,鴻海,2317
03849T,put,群創,3481
03850T,put,元大台灣50,0050
03851T,put,台積電,2330
038524,call,華新,1605
038525,call,美時,1795
038526,call,第一銅,2009
038527,call,仁寶,2324
038528,call,台光電,2383
038529,call,聯發科,2454
03852T,put,群創,3481
038530,call,聯發科,2454
038531,call,全新,2455
038532,call,全新,2455
038533,call,jpp-KY,5284
038534,call,南電,8046
038535,call,南電,8046
038538,call,美時,1795
038539,call,鴻海,2317
03853T,put,元大台灣50,0050
038540,call,國巨*,2327
038542,call,世芯-KY,3661
03854T,put,台積電,2330
038556,call,台積電,2330
038557,call,台積電,2330
038558,call,台積電,2330
038559,call,偉詮電,2436
038562,call,正新,2105
038564,call,富華新,3056
038567,call,神達,3706
038581,call,緯創,3231
03858T,put,新纖,1409
038592,call,南電,8046
03859T,put,華城,1519
038606,call,智邦,2345
03860T,put,中砂,1560
03861T,put,上銀,2049
038626,call,緯創,3231
03862T,put,光寶科,2301
03863T,put,金像電,2368
038640,call,士紙,1903
038648,call,蔚華科,3055
03864T,put,漢唐,2404
038652,call,瑞智,4532
03865T,put,立隆電,2472
038660,call,光寶科,2301
038662,call,台達電,2308
03866T,put,漢翔,2634
03867T,put,大立光,3008
038682,call,奇鋐,3017
038683,call,亞光,3019
038686,call,華晶科,3059
03868T,put,德律,3030
03869T,put,智原,3035
03870T,put,京鼎,3413
03871T,put,嘉澤,3533
03872T,put,定穎投控,3715
038730,call,弘憶股,3312
03873T,put,力成,6239
038743,call,創意,3443
038744,call,世芯-KY,3661
038748,call,美時,1795
03874T,put,台塑化,6505
03875T,put,富世達,6805
038767,call,宏達電,2498
03876T,put,南茂,8150
038771,call,緯創,3231
03877T,put,宇瞻,8271
03878T,put,群創,3481
038795,call,緯創,3231
03879T,put,啟碁,6285
038807,call,美時,1795
038808,call,美時,1795
038809,call,士紙,1903
03880T,put,群創,3481
038810,call,第一銅,2009
038811,call,第一銅,2009
038812,call,光寶科,2301
038813,call,光寶科,2301
038815,call,聯電,2303
038816,call,聯電,2303
038817,call,台達電,2308
038818,call,鴻海,2317
038819,call,鴻海,2317
03881T,put,台積電,2330
038820,call,國巨*,2327
038821,call,台積電,2330
038822,call,台積電,2330
038823,call,旺宏,2337
038824,call,旺宏,2337
038825,call,智邦,2345
038826,call,宏碁,2353
038827,call,鴻準,2354
038828,call,金像電,2368
038829,call,技嘉,2376
03882T,put,力積電,6770
038830,call,技嘉,2376
038831,call,友達,2409
038832,call,聯發科,2454
038834,call,宏達電,2498
038835,call,宏達電,2498
038836,call,宏達電,2498
038837,call,宏達電,2498
038838,call,宏達電,2498
038839,call,漢翔,2634
03883T,put,台積電,2330
038840,call,全漢,3015
038841,call,聯詠,3034
038842,call,華晶科,3059
038843,call,緯創,3231
038844,call,緯創,3231
038845,call,緯創,3231
038846,call,緯創,3231
038847,call,緯創,3231
038848,call,緯創,3231
038849,call,群創,3481
03884T,put,華城,1519
038850,call,群創,3481
038851,call,群創,3481
038852,call,辛耘,3583
038853,call,永信,3705
038854,call,定穎投控,3715
038855,call,瑞智,4532
038856,call,jpp-KY,5284
038857,call,瀚宇博,5469
038858,call,台郡,6269
038859,call,群電,6412
03885T,put,光寶科,2301
038860,call,帝寶,6605
038861,call,緯穎,6669
038862,call,緯穎,6669
038863,call,南電,8046
038864,call,羅昇,8374
038865,call,羅昇,8374
038866,call,東哥遊艇,8478
038867,call,世紀鋼,9958
03886T,put,力積電,6770
038877,call,光寶科,2301
03887T,put,新纖,1409
038886,call,金像電,2368
03888T,put,上銀,2049
038893,call,奇鋐,3017
038895,call,創意,3443
03889T,put,金像電,2368
03890T,put,漢唐,2404
03891T,put,立隆電,2472
038928,call,士紙,1903
03892T,put,漢翔,2634
038939,call,緯創,3231
03893T,put,德律,3030
038942,call,世芯-KY,3661
038944,call,瑞智,4532
03894T,put,智原,3035
03895T,put,京鼎,3413
038960,call,東元,1504
03896T,put,新唐,4919
038981,call,東元,1504
038982,call,東元,1504
038983,call,東元,1504
038984,call,東元,1504
038985,call,東元,1504
038986,call,東元,1504
038987,call,光寶科,2301
038988,call,楠梓電,2316
038989,call,仁寶,2324
03898T,put,華通,2313
038990,call,國巨*,2327
038992,call,華泰,2329
038993,call,光罩,2338
038994,call,台亞,2340
038995,call,華邦電,2344
038996,call,華邦電,2344
038997,call,華邦電,2344
038998,call,智邦,2345
038999,call,金像電,2368
03899T,put,創見,2451
039000,call,興勤,2428
039001,call,興勤,2428
039002,call,宏達電,2498
039003,call,宏達電,2498
039004,call,宏達電,2498
039006,call,嘉晶,3016
039007,call,嘉晶,3016
039008,call,嘉晶,3016
039009,call,奇鋐,3017
03900T,put,緯創,3231
039010,call,欣興,3037
039011,call,欣興,3037
039012,call,欣興,3037
039014,call,緯創,3231
039015,call,緯創,3231
039016,call,昇貿,3305
039017,call,昇貿,3305
039018,call,昇貿,3305
039019,call,昇貿,3305
03901T,put,群創,3481
039020,call,昇貿,3305
039021,call,昇貿,3305
039022,call,創意,3443
039023,call,辛耘,3583
039024,call,宏致,3605
039025,call,宏致,3605
039026,call,世芯-KY,3661
039027,call,精成科,6191
039028,call,緯穎,6669
039029,call,中台,6923
03902T,put,牧德,3563
039030,call,中台,6923
039031,call,兆聯實業,6944
039032,call,兆聯實業,6944
039033,call,意騰-KY,7749
039034,call,意騰-KY,7749
039035,call,昇陽半導體,8028
039036,call,南電,8046
039037,call,富鼎,8261
039038,call,富鼎,8261
03903T,put,貿聯-KY,3665
039040,call,華邦電,2344
039042,call,聯發科,2454
039044,call,神達,3706
03904T,put,日月光投控,3711
039050,call,東元,1504
03905T,put,帆宣,6196
03906T,put,洋基工程,6691
039098,call,華邦電,2344
03911T,put,元大台灣50,0050
039120,call,惠特,6706
03913T,put,元大台灣50,0050
03914T,put,元大台灣50,0050
03915T,put,元大台灣50,0050
039162,call,聯電,2303
039164,call,鴻海,2317
039169,call,旺宏,2337
039177,call,宏達電,2498
039182,call,奇鋐,3017
039187,call,新日興,3376
03918T,put,群創,3481
039191,call,創意,3443
039195,call,jpp-KY,5284
03919T,put,牧德,3563
039202,call,南電,8046
03920T,put,貿聯-KY,3665
03921T,put,帆宣,6196
039224,call,楠梓電,2316
03922T,put,富世達,6805
039230,call,金像電,2368
039252,call,定穎投控,3715
03926T,put,菱生,2369
039282,call,鴻海,2317
03928T,put,力積電,6770
03929T,put,南亞科,2408
03930T,put,臻鼎-KY,4958
03931T,put,奇鋐,3017
03932T,put,群創,3481
039333,call,華邦電,2344
03933T,put,奇鋐,3017
03934T,put,元大台灣50,0050
039354,call,台達電,2308
039355,call,台積電,2330
039358,call,奇鋐,3017
039385,call,元大台灣50,0050
039399,call,東元,1504
03939T,put,華通,2313
039400,call,東元,1504
039408,call,智邦,2345
03940T,put,華通,2313
039418,call,緯創,3231
03941T,put,日月光投控,3711
03942T,put,元大台灣50,0050
039437,call,東元,1504
039438,call,東元,1504
039439,call,中興電,1513
03943T,put,元大台灣50,0050
039440,call,上銀,2049
039441,call,楠梓電,2316
039442,call,楠梓電,2316
039443,call,楠梓電,2316
039444,call,楠梓電,2316
039445,call,鴻海,2317
039446,call,台積電,2330
039448,call,旺宏,2337
039449,call,台亞,2340
03944T,put,南亞科,2408
039450,call,華邦電,2344
039451,call,敬鵬,2355
039452,call,技嘉,2376
039453,call,瑞昱,2379
039454,call,台光電,2383
039455,call,興勤,2428
039456,call,全新,2455
039457,call,宏達電,2498
039458,call,嘉晶,3016
039459,call,嘉晶,3016
03945T,put,友達,2409
039460,call,奇鋐,3017
039461,call,欣興,3037
039462,call,昇貿,3305
039463,call,新日興,3376
039464,call,融程電,3416
039465,call,融程電,3416
039466,call,群創,3481
039467,call,台勝科,3532
039468,call,辛耘,3583
039469,call,宏致,3605
03946T,put,群創,3481
039470,call,宏致,3605
039471,call,定穎投控,3715
039472,call,材料*-KY,4763
